Gender,Height (cm),Weight (Kg),Age (Year),"Index : 0 - Extremely Weak, 1 - Weak, 2 - Normal, 3 - Overweight, 4 - Obesity, 5 - Extreme Obesity",Calories Burned (kcal),Carbohydrate (g),Fiber (g),Protein (g),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (mcg),Calcium (mg),Iron (mg),Magnesium (mg),Phosphorus (mg)
Female,196,50,35,0,1600,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,196,50,36,0,1594,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,196,50,37,0,1588,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,196,50,38,0,1583,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,196,50,39,0,1577,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,196,50,40,0,1572,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,196,50,41,0,1566,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,196,50,42,0,1560,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,196,50,43,0,1555,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,196,50,44,0,1549,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,196,50,45,0,1543,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,196,50,46,0,1538,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,196,50,47,0,1532,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,196,50,48,0,1526,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,196,50,49,0,1521,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,196,50,50,0,1515,130,25,40,2333,75,200,15,90,1000,18,320,700
Female,196,50,51,0,1510,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,52,0,1504,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,53,0,1498,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,54,0,1493,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,55,0,1487,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,56,0,1481,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,57,0,1476,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,58,0,1470,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,59,0,1464,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,60,0,1459,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,61,0,1453,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,62,0,1447,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,63,0,1442,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,64,0,1436,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,65,0,1431,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,66,0,1425,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,67,0,1419,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,68,0,1414,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,69,0,1408,130,21,40,2333,75,400,15,90,1200,8,320,700
Female,196,50,70,0,1402,130,21,40,2333,75,600,15,90,1200,8,320,700
Male,140,52,12,3,1676,130,26,42,2000,45,200,11,60,1300,8,240,1250
Male,140,52,13,3,1667,130,26,42,2000,45,200,11,60,1300,8,240,1250
Male,140,52,14,3,1659,130,38,42,3000,75,200,15,75,1300,11,410,1250
Male,140,52,15,3,1651,130,38,42,3000,75,200,15,75,1300,11,410,1250
Male,140,52,16,3,1643,130,38,42,3000,75,200,15,75,1300,11,410,1250
Male,140,52,17,3,1635,130,38,42,3000,75,200,15,75,1300,11,410,1250
Male,140,52,18,3,1627,130,38,42,3000,75,200,15,75,1300,11,410,1250
Male,140,52,19,3,1619,130,38,42,3000,90,200,15,120,1000,8,400,700
Male,140,52,20,3,1611,130,38,42,3000,90,200,15,120,1000,8,400,700
Male,140,52,21,3,1603,130,38,42,3000,90,200,15,120,1000,8,400,700
Male,140,52,22,3,1594,130,38,42,3000,90,200,15,120,1000,8,400,700
Male,140,52,23,3,1586,130,38,42,3000,90,200,15,120,1000,8,400,700
Male,140,52,24,3,1578,130,38,42,3000,90,200,15,120,1000,8,400,700
Male,140,52,25,3,1570,130,38,42,3000,90,200,15,120,1000,8,400,700
Male,140,52,26,3,1562,130,38,42,3000,90,200,15,120,1000,8,400,700
Male,140,52,27,3,1554,130,38,42,3000,90,200,15,120,1000,8,400,700
Male,140,52,28,3,1546,130,38,42,3000,90,200,15,120,1000,8,400,700
Male,140,52,29,3,1538,130,38,42,3000,90,200,15,120,1000,8,400,700
Male,140,52,30,3,1530,130,38,42,3000,90,200,15,120,1000,8,400,700
Male,140,52,31,3,1521,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,32,3,1513,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,33,3,1505,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,34,3,1497,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,35,3,1489,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,36,3,1481,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,37,3,1473,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,38,3,1465,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,39,3,1457,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,40,3,1448,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,41,3,1440,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,42,3,1432,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,43,3,1424,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,44,3,1416,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,45,3,1408,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,46,3,1400,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,47,3,1392,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,48,3,1384,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,49,3,1375,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,50,3,1367,130,38,42,3000,90,200,15,120,1000,8,420,700
Male,140,52,51,3,1359,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,52,3,1351,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,53,3,1343,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,54,3,1335,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,55,3,1327,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,56,3,1319,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,57,3,1311,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,58,3,1302,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,59,3,1294,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,60,3,1286,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,61,3,1278,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,62,3,1270,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,63,3,1262,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,64,3,1254,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,65,3,1246,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,66,3,1238,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,67,3,1229,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,68,3,1221,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,69,3,1213,130,30,42,3000,90,400,15,120,1200,8,420,700
Male,140,52,70,3,1205,130,30,42,3000,90,600,15,120,1200,8,420,700
Female,140,52,12,3,1628,130,31,42,2000,45,200,11,60,1300,8,240,1250
Female,140,52,13,3,1622,130,31,42,2000,45,200,11,60,1300,8,240,1250
Female,140,52,14,3,1617,130,26,42,2333,65,200,15,75,1300,15,360,1250
Female,140,52,15,3,1611,130,26,42,2333,65,200,15,75,1300,15,360,1250
Female,140,52,16,3,1606,130,26,42,2333,65,200,15,75,1300,15,360,1250
Female,140,52,17,3,1600,130,26,42,2333,65,200,15,75,1300,15,360,1250
Female,140,52,18,3,1594,130,26,42,2333,65,200,15,75,1300,15,360,1250
Female,140,52,19,3,1589,130,25,42,2333,75,200,15,90,1000,18,310,700
Female,140,52,20,3,1583,130,25,42,2333,75,200,15,90,1000,18,310,700
Female,140,52,21,3,1577,130,25,42,2333,75,200,15,90,1000,18,310,700
Female,140,52,22,3,1572,130,25,42,2333,75,200,15,90,1000,18,310,700
Female,140,52,23,3,1566,130,25,42,2333,75,200,15,90,1000,18,310,700
Female,140,52,24,3,1560,130,25,42,2333,75,200,15,90,1000,18,310,700
Female,140,52,25,3,1555,130,25,42,2333,75,200,15,90,1000,18,310,700
Female,140,52,26,3,1549,130,25,42,2333,75,200,15,90,1000,18,310,700
Female,140,52,27,3,1543,130,25,42,2333,75,200,15,90,1000,18,310,700
Female,140,52,28,3,1538,130,25,42,2333,75,200,15,90,1000,18,310,700
Female,140,52,29,3,1532,130,25,42,2333,75,200,15,90,1000,18,310,700
Female,140,52,30,3,1527,130,25,42,2333,75,200,15,90,1000,18,310,700
Female,140,52,31,3,1521,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,32,3,1515,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,33,3,1510,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,34,3,1504,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,35,3,1498,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,36,3,1493,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,37,3,1487,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,38,3,1481,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,39,3,1476,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,40,3,1470,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,41,3,1465,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,42,3,1459,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,43,3,1453,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,44,3,1448,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,45,3,1442,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,46,3,1436,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,47,3,1431,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,48,3,1425,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,49,3,1419,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,50,3,1414,130,25,42,2333,75,200,15,90,1000,18,320,700
Female,140,52,51,3,1408,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,52,3,1402,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,53,3,1397,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,54,3,1391,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,55,3,1386,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,56,3,1380,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,57,3,1374,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,58,3,1369,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,59,3,1363,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,60,3,1357,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,61,3,1352,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,62,3,1346,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,63,3,1340,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,64,3,1335,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,65,3,1329,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,66,3,1324,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,67,3,1318,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,68,3,1312,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,69,3,1307,130,21,42,2333,75,400,15,90,1200,8,320,700
Female,140,52,70,3,1301,130,21,42,2333,75,600,15,90,1200,8,320,700
Male,150,60,12,3,1867,130,26,48,2000,45,200,11,60,1300,8,240,1250
Male,150,60,13,3,1859,130,26,48,2000,45,200,11,60,1300,8,240,1250
Male,150,60,14,3,1851,130,38,48,3000,75,200,15,75,1300,11,410,1250
Male,150,60,15,3,1843,130,38,48,3000,75,200,15,75,1300,11,410,1250
Male,150,60,16,3,1834,130,38,48,3000,75,200,15,75,1300,11,410,1250
Male,150,60,17,3,1826,130,38,48,3000,75,200,15,75,1300,11,410,1250
Male,150,60,18,3,1818,130,38,48,3000,75,200,15,75,1300,11,410,1250
Male,150,60,19,3,1810,130,38,48,3000,90,200,15,120,1000,8,400,700
Male,150,60,20,3,1802,130,38,48,3000,90,200,15,120,1000,8,400,700
Male,150,60,21,3,1794,130,38,48,3000,90,200,15,120,1000,8,400,700
Male,150,60,22,3,1786,130,38,48,3000,90,200,15,120,1000,8,400,700
Male,150,60,23,3,1778,130,38,48,3000,90,200,15,120,1000,8,400,700
Male,150,60,24,3,1770,130,38,48,3000,90,200,15,120,1000,8,400,700
Male,150,60,25,3,1761,130,38,48,3000,90,200,15,120,1000,8,400,700
Male,150,60,26,3,1753,130,38,48,3000,90,200,15,120,1000,8,400,700
Male,150,60,27,3,1745,130,38,48,3000,90,200,15,120,1000,8,400,700
Male,150,60,28,3,1737,130,38,48,3000,90,200,15,120,1000,8,400,700
Male,150,60,29,3,1729,130,38,48,3000,90,200,15,120,1000,8,400,700
Male,150,60,30,3,1721,130,38,48,3000,90,200,15,120,1000,8,400,700
Male,150,60,31,3,1713,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,32,3,1705,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,33,3,1697,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,34,3,1688,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,35,3,1680,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,36,3,1672,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,37,3,1664,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,38,3,1656,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,39,3,1648,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,40,3,1640,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,41,3,1632,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,42,3,1623,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,43,3,1615,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,44,3,1607,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,45,3,1599,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,46,3,1591,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,47,3,1583,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,48,3,1575,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,49,3,1567,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,50,3,1559,130,38,48,3000,90,200,15,120,1000,8,420,700
Male,150,60,51,3,1550,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,52,3,1542,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,53,3,1534,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,54,3,1526,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,55,3,1518,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,56,3,1510,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,57,3,1502,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,58,3,1494,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,59,3,1486,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,60,3,1477,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,61,3,1469,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,62,3,1461,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,63,3,1453,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,64,3,1445,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,65,3,1437,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,66,3,1429,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,67,3,1421,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,68,3,1413,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,69,3,1404,130,30,48,3000,90,400,15,120,1200,8,420,700
Male,150,60,70,3,1396,130,30,48,3000,90,600,15,120,1200,8,420,700
Female,150,60,12,3,1742,130,31,48,2000,45,200,11,60,1300,8,240,1250
Female,150,60,13,3,1737,130,31,48,2000,45,200,11,60,1300,8,240,1250
Female,150,60,14,3,1731,130,26,48,2333,65,200,15,75,1300,15,360,1250
Female,150,60,15,3,1725,130,26,48,2333,65,200,15,75,1300,15,360,1250
Female,150,60,16,3,1720,130,26,48,2333,65,200,15,75,1300,15,360,1250
Female,150,60,17,3,1714,130,26,48,2333,65,200,15,75,1300,15,360,1250
Female,150,60,18,3,1709,130,26,48,2333,65,200,15,75,1300,15,360,1250
Female,150,60,19,3,1703,130,25,48,2333,75,200,15,90,1000,18,310,700
Female,150,60,20,3,1697,130,25,48,2333,75,200,15,90,1000,18,310,700
Female,150,60,21,3,1692,130,25,48,2333,75,200,15,90,1000,18,310,700
Female,150,60,22,3,1686,130,25,48,2333,75,200,15,90,1000,18,310,700
Female,150,60,23,3,1680,130,25,48,2333,75,200,15,90,1000,18,310,700
Female,150,60,24,3,1675,130,25,48,2333,75,200,15,90,1000,18,310,700
Female,150,60,25,3,1669,130,25,48,2333,75,200,15,90,1000,18,310,700
Female,150,60,26,3,1663,130,25,48,2333,75,200,15,90,1000,18,310,700
Female,150,60,27,3,1658,130,25,48,2333,75,200,15,90,1000,18,310,700
Female,150,60,28,3,1652,130,25,48,2333,75,200,15,90,1000,18,310,700
Female,150,60,29,3,1646,130,25,48,2333,75,200,15,90,1000,18,310,700
Female,150,60,30,3,1641,130,25,48,2333,75,200,15,90,1000,18,310,700
Female,150,60,31,3,1635,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,32,3,1630,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,33,3,1624,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,34,3,1618,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,35,3,1613,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,36,3,1607,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,37,3,1601,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,38,3,1596,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,39,3,1590,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,40,3,1584,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,41,3,1579,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,42,3,1573,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,43,3,1568,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,44,3,1562,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,45,3,1556,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,46,3,1551,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,47,3,1545,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,48,3,1539,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,49,3,1534,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,50,3,1528,130,25,48,2333,75,200,15,90,1000,18,320,700
Female,150,60,51,3,1522,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,52,3,1517,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,53,3,1511,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,54,3,1505,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,55,3,1500,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,56,3,1494,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,57,3,1489,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,58,3,1483,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,59,3,1477,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,60,3,1472,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,61,3,1466,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,62,3,1460,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,63,3,1455,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,64,3,1449,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,65,3,1443,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,66,3,1438,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,67,3,1432,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,68,3,1427,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,69,3,1421,130,21,48,2333,75,400,15,90,1200,8,320,700
Female,150,60,70,3,1415,130,21,48,2333,75,600,15,90,1200,8,320,700
Male,168,140,12,5,3287,130,26,112,2000,45,200,11,60,1300,8,240,1250
Male,168,140,13,5,3279,130,26,112,2000,45,200,11,60,1300,8,240,1250
Male,168,140,14,5,3271,130,38,112,3000,75,200,15,75,1300,11,410,1250
Male,168,140,15,5,3263,130,38,112,3000,75,200,15,75,1300,11,410,1250
Male,168,140,16,5,3255,130,38,112,3000,75,200,15,75,1300,11,410,1250
Male,168,140,17,5,3247,130,38,112,3000,75,200,15,75,1300,11,410,1250
Male,168,140,18,5,3239,130,38,112,3000,75,200,15,75,1300,11,410,1250
Male,168,140,19,5,3231,130,38,112,3000,90,200,15,120,1000,8,400,700
Male,168,140,20,5,3222,130,38,112,3000,90,200,15,120,1000,8,400,700
Male,168,140,21,5,3214,130,38,112,3000,90,200,15,120,1000,8,400,700
Male,168,140,22,5,3206,130,38,112,3000,90,200,15,120,1000,8,400,700
Male,168,140,23,5,3198,130,38,112,3000,90,200,15,120,1000,8,400,700
Male,168,140,24,5,3190,130,38,112,3000,90,200,15,120,1000,8,400,700
Male,168,140,25,5,3182,130,38,112,3000,90,200,15,120,1000,8,400,700
Male,168,140,26,5,3174,130,38,112,3000,90,200,15,120,1000,8,400,700
Male,168,140,27,5,3166,130,38,112,3000,90,200,15,120,1000,8,400,700
Male,168,140,28,5,3158,130,38,112,3000,90,200,15,120,1000,8,400,700
Male,168,140,29,5,3149,130,38,112,3000,90,200,15,120,1000,8,400,700
Male,168,140,30,5,3141,130,38,112,3000,90,200,15,120,1000,8,400,700
Male,168,140,31,5,3133,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,32,5,3125,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,33,5,3117,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,34,5,3109,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,35,5,3101,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,36,5,3093,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,37,5,3085,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,38,5,3076,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,39,5,3068,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,40,5,3060,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,41,5,3052,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,42,5,3044,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,43,5,3036,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,44,5,3028,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,45,5,3020,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,46,5,3012,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,47,5,3003,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,48,5,2995,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,49,5,2987,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,50,5,2979,130,38,112,3000,90,200,15,120,1000,8,420,700
Male,168,140,51,5,2971,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,52,5,2963,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,53,5,2955,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,54,5,2947,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,55,5,2939,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,56,5,2930,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,57,5,2922,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,58,5,2914,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,59,5,2906,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,60,5,2898,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,61,5,2890,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,62,5,2882,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,63,5,2874,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,64,5,2866,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,65,5,2857,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,66,5,2849,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,67,5,2841,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,68,5,2833,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,69,5,2825,130,30,112,3000,90,400,15,120,1200,8,420,700
Male,168,140,70,5,2817,130,30,112,3000,90,600,15,120,1200,8,420,700
Female,168,140,12,5,2703,130,31,112,2000,45,200,11,60,1300,8,240,1250
Female,168,140,13,5,2698,130,31,112,2000,45,200,11,60,1300,8,240,1250
Female,168,140,14,5,2692,130,26,112,2333,65,200,15,75,1300,15,360,1250
Female,168,140,15,5,2686,130,26,112,2333,65,200,15,75,1300,15,360,1250
Female,168,140,16,5,2681,130,26,112,2333,65,200,15,75,1300,15,360,1250
Female,168,140,17,5,2675,130,26,112,2333,65,200,15,75,1300,15,360,1250
Female,168,140,18,5,2669,130,26,112,2333,65,200,15,75,1300,15,360,1250
Female,168,140,19,5,2664,130,25,112,2333,75,200,15,90,1000,18,310,700
Female,168,140,20,5,2658,130,25,112,2333,75,200,15,90,1000,18,310,700
Female,168,140,21,5,2652,130,25,112,2333,75,200,15,90,1000,18,310,700
Female,168,140,22,5,2647,130,25,112,2333,75,200,15,90,1000,18,310,700
Female,168,140,23,5,2641,130,25,112,2333,75,200,15,90,1000,18,310,700
